Date,Question,Outcome,Side,Price,Size (USDC)
"2026-01-02T18:20:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","21.0¢","$20.25"
"2026-01-02T18:20:35.000Z","O/U 59.5","Under","BUY","78.0¢","$4.09"
"2026-01-02T18:20:23.000Z","O/U 59.5","Under","BUY","78.0¢","$8.41"
"2026-01-02T18:19:59.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","29.0¢","$4.34"
"2026-01-02T18:19:51.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","29.0¢","$143.37"
"2026-01-02T18:19:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","51.0¢","$3.53"
"2026-01-02T18:19:47.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","51.0¢","$12.76"
"2026-01-02T18:19:31.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","11.0¢","$5.31"
"2026-01-02T18:19:29.000Z","Spread: Texas State (-14.5)","Texas State","BUY","59.0¢","$404.19"
"2026-01-02T18:19:25.000Z","Spread: Texas State (-14.5)","Texas State","BUY","59.0¢","$802.00"
"2026-01-02T18:19:13.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","51.0¢","$10.20"
"2026-01-02T18:19:05.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","29.0¢","$4.92"
"2026-01-02T18:19:03.000Z","O/U 59.5","Under","BUY","77.0¢","$8.04"
"2026-01-02T18:19:03.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","78.0¢","$11.20"
"2026-01-02T18:18:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","48.0¢","$33.33"
"2026-01-02T18:18:47.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","77.0¢","$43.48"
"2026-01-02T18:18:45.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","77.0¢","$23.92"
"2026-01-02T18:18:43.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","48.0¢","$499.74"
"2026-01-02T18:18:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","47.0¢","$82.00"
"2026-01-02T18:18:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","47.0¢","$691.00"
"2026-01-02T18:18:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","45.0¢","$18.75"
"2026-01-02T18:18:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","46.0¢","$10.00"
"2026-01-02T18:18:25.000Z","O/U 59.5","Under","BUY","70.0¢","$3.00"
"2026-01-02T18:18:23.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","76.0¢","$12.26"
"2026-01-02T18:18:15.000Z","O/U 59.5","Under","BUY","78.0¢","$4.09"
"2026-01-02T18:18:13.000Z","Spread: Texas State (-14.5)","Texas State","BUY","60.0¢","$35.01"
"2026-01-02T18:18:11.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","56.0¢","$469.40"
"2026-01-02T18:18:11.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","56.0¢","$32.80"
"2026-01-02T18:18:07.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","25.5¢","$83.49"
"2026-01-02T18:18:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","52.8¢","$52.33"
"2026-01-02T18:18:07.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","94.0¢","$11.98"
"2026-01-02T18:18:01.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","17.0¢","$5.83"
"2026-01-02T18:18:01.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","17.0¢","$8.18"
"2026-01-02T18:18:01.000Z","O/U 59.5","Under","BUY","78.0¢","$8.41"
"2026-01-02T18:18:01.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","17.0¢","$2.34"
"2026-01-02T18:17:53.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","17.0¢","$221.20"
"2026-01-02T18:17:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","48.0¢","$185.46"
"2026-01-02T18:17:43.000Z","Spread: Texas State (-14.5)","Texas State","BUY","55.0¢","$400.04"
"2026-01-02T18:17:43.000Z","Spread: Texas State (-14.5)","Texas State","BUY","54.0¢","$14.77"
"2026-01-02T18:17:39.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","27.0¢","$5.55"
"2026-01-02T18:17:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","78.0¢","$5.00"
"2026-01-02T18:17:39.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","49.0¢","$687.44"
"2026-01-02T18:17:37.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","27.0¢","$19.12"
"2026-01-02T18:17:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","78.0¢","$0.21"
"2026-01-02T18:17:27.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","8.0¢","$5.00"
"2026-01-02T18:17:23.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","79.0¢","$23.81"
"2026-01-02T18:17:13.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","78.0¢","$500.41"
"2026-01-02T18:17:11.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","28.0¢","$16.26"
"2026-01-02T18:17:09.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","78.0¢","$0.37"
"2026-01-02T18:16:41.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","18.0¢","$12.37"
"2026-01-02T18:16:29.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","51.0¢","$479.99"
"2026-01-02T18:16:23.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","50.0¢","$870.00"
"2026-01-02T18:15:57.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","26.0¢","$3.70"
"2026-01-02T18:15:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","18.0¢","$6.04"
"2026-01-02T18:15:49.000Z","Spread: Texas State (-14.5)","Texas State","BUY","53.0¢","$365.00"
"2026-01-02T18:15:37.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","16.0¢","$57.60"
"2026-01-02T18:15:15.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","68.0¢","$27.00"
"2026-01-02T18:15:03.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","49.0¢","$23.53"
"2026-01-02T18:15:01.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","49.0¢","$20.00"
"2026-01-02T18:14:59.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","66.0¢","$34.94"
"2026-01-02T18:14:57.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","48.0¢","$1014.15"
"2026-01-02T18:14:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","72.0¢","$5.33"
"2026-01-02T18:14:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","69.9¢","$130.67"
"2026-01-02T18:14:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","67.3¢","$52.00"
"2026-01-02T18:14:39.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 3.5","Over","BUY","95.2¢","$59.25"
"2026-01-02T18:13:27.000Z","Spread: Texas State (-14.5)","Rice","BUY","40.0¢","$23.00"
"2026-01-02T18:13:13.000Z","Spread: Texas State (-17.5)","Rice","BUY","47.0¢","$2.73"
"2026-01-02T18:12:57.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","29.0¢","$1199.64"
"2026-01-02T18:12:57.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","29.0¢","$400.04"
"2026-01-02T18:12:41.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","53.0¢","$80.45"
"2026-01-02T18:12:23.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","86.0¢","$79.29"
"2026-01-02T18:12:01.000Z","Spread: Texas State (-17.5)","Texas State","BUY","54.0¢","$19.60"
"2026-01-02T18:11:17.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","30.0¢","$57.14"
"2026-01-02T18:10:51.000Z","Spread: Texas State (-17.5)","Texas State","BUY","57.0¢","$208.77"
"2026-01-02T18:10:27.000Z","Rice vs. Texas State: O/U 56.5","Under","BUY","57.0¢","$46.51"
"2026-01-02T18:09:37.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","53.0¢","$485.00"
"2026-01-02T18:09:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","28.0¢","$10.50"
"2026-01-02T18:09:09.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","54.0¢","$6.25"
"2026-01-02T18:09:07.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","54.0¢","$300.00"
"2026-01-02T18:08:33.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","52.0¢","$41.67"
"2026-01-02T18:08:13.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","72.0¢","$53.57"
"2026-01-02T18:08:13.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","72.0¢","$7.14"
"2026-01-02T18:08:07.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","73.0¢","$355.56"
"2026-01-02T18:07:31.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","26.0¢","$20.00"
"2026-01-02T18:07:29.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","26.0¢","$367.01"
"2026-01-02T18:06:59.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","51.0¢","$22.08"
"2026-01-02T18:06:11.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","71.0¢","$393.00"
"2026-01-02T18:06:09.000Z","Aston Villa FC vs. Nottingham Forest FC: O/U 1.5","Under","BUY","21.0¢","$925.35"
"2026-01-02T18:05:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","71.0¢","$68.97"
"2026-01-02T18:05:43.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","71.0¢","$9.48"
"2026-01-02T18:05:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","71.0¢","$68.97"
"2026-01-02T18:05:43.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","71.0¢","$9.48"
"2026-01-02T18:05:15.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","69.0¢","$150.00"
"2026-01-02T18:04:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","64.0¢","$1000.11"
"2026-01-02T18:04:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","68.0¢","$5.00"
"2026-01-02T18:04:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","42.0¢","$2.60"
"2026-01-02T18:04:35.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","72.0¢","$256.79"
"2026-01-02T18:04:01.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","53.0¢","$57.15"
"2026-01-02T18:03:59.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","38.0¢","$79.79"
"2026-01-02T18:03:47.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","73.0¢","$42.11"
"2026-01-02T18:03:37.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","43.0¢","$32.06"
"2026-01-02T18:03:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","68.0¢","$127.19"
"2026-01-02T18:03:27.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","52.0¢","$3.22"
"2026-01-02T18:03:15.000Z","Spread: Texas State (-13.5)","Texas State","BUY","70.0¢","$586.62"
"2026-01-02T18:03:15.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","52.0¢","$4.40"
"2026-01-02T18:03:13.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","69.0¢","$9.66"
"2026-01-02T18:03:11.000Z","Spread: Texas State (-13.5)","Texas State","BUY","70.0¢","$400.04"
"2026-01-02T18:02:59.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","43.0¢","$236.50"
"2026-01-02T18:02:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","55.0¢","$44.44"
"2026-01-02T18:02:29.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$989.92"
"2026-01-02T18:02:29.000Z","Rice vs. Texas State","Rice","BUY","10.0¢","$990.17"
"2026-01-02T18:02:25.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$1.48"
"2026-01-02T18:02:23.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$2.25"
"2026-01-02T18:02:19.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","48.0¢","$12.02"
"2026-01-02T18:02:11.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$1.12"
"2026-01-02T18:02:07.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$5.31"
"2026-01-02T18:02:03.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","50.0¢","$5.03"
"2026-01-02T18:01:59.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","63.0¢","$12.00"
"2026-01-02T18:01:59.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","49.0¢","$7.00"
"2026-01-02T18:01:45.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","37.0¢","$56.00"
"2026-01-02T18:01:45.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","37.0¢","$30.00"
"2026-01-02T18:01:43.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","36.4¢","$77.11"
"2026-01-02T18:01:43.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","23.8¢","$166.03"
"2026-01-02T18:01:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: Both Teams to Score","Yes","BUY","83.0¢","$11.76"
"2026-01-02T18:01:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","54.0¢","$40.56"
"2026-01-02T18:01:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 3.5","Over","BUY","78.1¢","$46.62"
"2026-01-02T18:01:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","19.7¢","$148.33"
"2026-01-02T18:01:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","16.7¢","$43.94"
"2026-01-02T18:01:35.000Z","Rice vs. Texas State","Rice","BUY","10.0¢","$9.94"
"2026-01-02T18:01:29.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: Both Teams to Score","Yes","BUY","79.0¢","$136.62"
"2026-01-02T18:01:25.000Z","Rice vs. Texas State","Texas State","BUY","86.0¢","$110.20"
"2026-01-02T18:01:19.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$1.48"
"2026-01-02T18:01:15.000Z","Rice vs. Texas State","Rice","BUY","11.0¢","$2.25"
"2026-01-02T18:01:15.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: Both Teams to Score","No","BUY","14.0¢","$217.00"
"2026-01-02T18:01:13.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$6.91"
"2026-01-02T18:00:55.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","86.0¢","$19.92"
"2026-01-02T18:00:51.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","62.0¢","$1.24"
"2026-01-02T18:00:49.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","62.0¢","$79.86"
"2026-01-02T18:00:43.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","26.0¢","$2.08"
"2026-01-02T18:00:09.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","62.0¢","$0.39"
"2026-01-02T17:59:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$1.14"
"2026-01-02T17:59:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$1.14"
"2026-01-02T17:59:21.000Z","LoL: Invictus Gaming vs JD Gaming - Game 1 Winner","JD Gaming","BUY","61.0¢","$0.07"
"2026-01-02T17:59:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$17.10"
"2026-01-02T17:58:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$1.72"
"2026-01-02T17:58:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$128.00"
"2026-01-02T17:58:41.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","29.0¢","$14.08"
"2026-01-02T17:58:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$86.23"
"2026-01-02T17:58:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$6.82"
"2026-01-02T17:58:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","29.0¢","$2.66"
"2026-01-02T17:58:31.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","29.0¢","$70.42"
"2026-01-02T17:58:25.000Z","Spread: Texas State (-17.5)","Texas State","BUY","51.0¢","$5999.11"
"2026-01-02T17:58:15.000Z","Spread: Texas State (-17.5)","Texas State","BUY","52.0¢","$5999.11"
"2026-01-02T17:58:15.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","29.0¢","$26.52"
"2026-01-02T17:57:53.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$1.45"
"2026-01-02T17:57:47.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$3.41"
"2026-01-02T17:57:37.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","93.0¢","$2.70"
"2026-01-02T17:57:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$30.00"
"2026-01-02T17:57:23.000Z","LoL: Invictus Gaming vs JD Gaming (BO5)","JD Gaming","BUY","73.0¢","$100.00"
"2026-01-02T17:57:21.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","50.0¢","$30.00"
"2026-01-02T17:57:07.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","35.0¢","$193.48"
"2026-01-02T17:57:07.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","34.0¢","$256.70"
"2026-01-02T17:57:05.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:57:03.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$6.67"
"2026-01-02T17:57:01.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$33.33"
"2026-01-02T17:57:01.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$175.47"
"2026-01-02T17:56:57.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$6.67"
"2026-01-02T17:56:55.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","35.0¢","$50.29"
"2026-01-02T17:56:53.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","29.0¢","$227.91"
"2026-01-02T17:56:43.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$244.85"
"2026-01-02T17:56:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:56:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$2.81"
"2026-01-02T17:56:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:56:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:56:29.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$46.67"
"2026-01-02T17:56:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$2.81"
"2026-01-02T17:56:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$6.67"
"2026-01-02T17:56:11.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","29.0¢","$392.29"
"2026-01-02T17:56:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$237.29"
"2026-01-02T17:56:05.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$3.41"
"2026-01-02T17:55:29.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$12.51"
"2026-01-02T17:55:05.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","27.0¢","$2717.31"
"2026-01-02T17:55:03.000Z","Spread: Texas State (-17.5)","Texas State","BUY","54.0¢","$8.35"
"2026-01-02T17:54:59.000Z","Spread: Texas State (-17.5)","Texas State","BUY","54.0¢","$8.35"
"2026-01-02T17:54:57.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","35.0¢","$2.18"
"2026-01-02T17:54:55.000Z","Spread: Texas State (-17.5)","Texas State","BUY","54.0¢","$8.35"
"2026-01-02T17:54:45.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$4.40"
"2026-01-02T17:54:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$14.49"
"2026-01-02T17:54:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$7.25"
"2026-01-02T17:54:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$243.00"
"2026-01-02T17:54:33.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$98.01"
"2026-01-02T17:54:33.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$1.52"
"2026-01-02T17:54:33.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","80.0¢","$80.65"
"2026-01-02T17:54:31.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$245.00"
"2026-01-02T17:54:29.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","61.0¢","$46.88"
"2026-01-02T17:54:27.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$141.00"
"2026-01-02T17:54:19.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","46.0¢","$5.00"
"2026-01-02T17:54:11.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","49.0¢","$23.08"
"2026-01-02T17:54:11.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","61.0¢","$5.00"
"2026-01-02T17:54:09.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","47.0¢","$400.04"
"2026-01-02T17:54:09.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","46.0¢","$214.28"
"2026-01-02T17:54:05.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$33.00"
"2026-01-02T17:54:03.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$78.00"
"2026-01-02T17:54:03.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","35.0¢","$10.74"
"2026-01-02T17:54:01.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","49.0¢","$196.08"
"2026-01-02T17:54:01.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$20.00"
"2026-01-02T17:53:57.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$28.99"
"2026-01-02T17:53:57.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$26.14"
"2026-01-02T17:53:53.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$46.67"
"2026-01-02T17:53:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$13.33"
"2026-01-02T17:53:43.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$352.00"
"2026-01-02T17:53:41.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$41.00"
"2026-01-02T17:53:37.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$4.93"
"2026-01-02T17:53:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$4.93"
"2026-01-02T17:53:33.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$50.00"
"2026-01-02T17:53:27.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$60.00"
"2026-01-02T17:53:27.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$339.00"
"2026-01-02T17:53:25.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","31.0¢","$34.14"
"2026-01-02T17:53:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$10.46"
"2026-01-02T17:53:23.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$5.29"
"2026-01-02T17:53:23.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$5.28"
"2026-01-02T17:53:15.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","84.0¢","$547.69"
"2026-01-02T17:53:09.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$12.82"
